name,rank,points,2023-04-22_Enschede_rank,2023-04-22_Enschede_points,2023-05-27_Groningen_rank,2023-05-27_Groningen_points,2023-06-17_Amsterdam_rank,2023-06-17_Amsterdam_points,2023-09-02_NK_rank,2023-09-02_NK_points,2023-11-26_Enschede_rank,2023-11-26_Enschede_points,2024-01-20_Amsterdam_rank,2024-01-20_Amsterdam_points,2024-02-11_Groningen_rank,2024-02-11_Groningen_points,2024-04-06_Enschede_rank,2024-04-06_Enschede_points,2024-05-04_Groningen_rank,2024-05-04_Groningen_points,2024-06-01_Amsterdam_rank,2024-06-01_Amsterdam_points,2024-06-29_NK_rank,2024-06-29_NK_points
Anna Junk,205,184.00000000000009,,,,,35.0,184.00000000000009,,,,,,,,,,,,,,,,
Stan Lochtenberg,205,184.00000000000009,,,,,33.0,184.00000000000009,,,,,,,,,,,,,,,,
Kartik Jain,205,184.00000000000009,,,,,35.0,184.00000000000009,,,,,,,,,,,,,,,,
Laura Kremer,205,184.00000000000009,,,,,38.0,184.00000000000009,,,,,,,,,,,,,,,,
vishesh sawhney,205,184.00000000000009,,,,,34.0,184.00000000000009,,,,,,,,,,,,,,,,
Nick Delventhal,215,150.0,22.0,150.0,,,,,,,,,,,,,,,,,,,,
Joel Cetra,215,150.0,19.0,150.0,,,,,,,,,,,,,,,,,,,,
Alex Sikotorski,215,150.0,18.0,150.0,,,,,,,,,,,,,,,,,,,,
Ben Andres,215,150.0,22.0,150.0,,,,,,,,,,,,,,,,,,,,
Benita Hansen,215,150.0,19.0,150.0,,,,,,,,,,,,,,,,,,,,
Jacques P,215,150.0,18.0,150.0,,,,,,,,,,,,,,,,,,,,
Khymo Moestadja,221,138.00000000000006,,,,,41.0,138.00000000000006,,,,,,,,,,,,,,,,
Mayu Nagayama,221,138.00000000000006,,,,,42.0,138.00000000000006,,,,,,,,,,,,,,,,
Genta Sekine,221,138.00000000000006,,,,,42.0,138.00000000000006,,,,,,,,,,,,,,,,
Toon Van holthe,221,138.00000000000006,,,,,41.0,138.00000000000006,,,,,,,,,,,,,,,,
Peter Sesler,225,125.0,32.0,125.0,,,,,,,,,,,,,,,,,,,,
Shauny Dieltjes,225,125.0,27.0,125.0,,,,,,,,,,,,,,,,,,,,
Said Lachhab,225,125.0,25.0,125.0,,,,,,,,,,,,,,,,,,,,
Maximilian Knoll,225,125.0,32.0,125.0,,,,,,,,,,,,,,,,,,,,
Wouter van der Heijden,225,125.0,31.0,125.0,,,,,,,,,,,,,,,,,,,,
Berend Poos,225,125.0,31.0,125.0,,,,,,,,,,,,,,,,,,,,
Thomas van Geest,225,125.0,26.0,125.0,,,,,,,,,,,,,,,,,,,,
arno waszink,225,125.0,25.0,125.0,,,,,,,,,,,,,,,,,,,,
Lauritz Dauer,225,125.0,30.0,125.0,,,,,,,,,,,,,,,,,,,,
David van Beijnhem,234,100.0,33.0,100.0,,,,,,,,,,,,,,,,,,,,
Anneke Poelen,234,100.0,34.0,100.0,,,,,,,,,,,,,,,,,,,,
Joep Schotsman,234,100.0,35.0,100.0,,,,,,,,,,,,,,,,,,,,
Thieri Balk,234,100.0,34.0,100.0,,,,,,,,,,,,,,,,,,,,
